audio_file,duration,num_channels,intent
pitch_scaled_emabega__671.wav,2.0,1,emabega
pitch_scaled_emabega__634.wav,2.0,1,emabega
noisy_emabega__154.wav,2.0,1,emabega
emabega__683.wav,1.318625,1,emabega
emabega__786.wav,1.6723125,1,emabega
noisy_emabega__1045.wav,2.0,1,emabega
pitch_scaled_emabega__1092.wav,2.0,1,emabega
noisy_emabega__633.wav,2.0,1,emabega
emabega__1019.wav,1.42,1,emabega
noisy_emabega__319.wav,2.0,1,emabega
noisy_emabega__384.wav,2.0,1,emabega
emabega__996.wav,1.14,1,emabega
pitch_scaled_emabega__862.wav,2.0,1,emabega
emabega__752.wav,1.486125,1,emabega
noisy_emabega__152.wav,2.0,1,emabega
pitch_scaled_emabega__138.wav,2.0,1,emabega
emabega__455.wav,1.686125,1,emabega
pitch_scaled_emabega__78.wav,2.0,1,emabega
noisy_emabega__940.wav,2.0,1,emabega
pitch_scaled_emabega__1374.wav,2.0,1,emabega
pitch_scaled_emabega__1369.wav,2.0,1,emabega
pitch_scaled_emabega__341.wav,2.0,1,emabega
noisy_emabega__1333.wav,2.0,1,emabega
noisy_emabega__954.wav,2.0,1,emabega
pitch_scaled_emabega__1206.wav,2.0,1,emabega
emabega__192.wav,1.8575625,1,emabega
emabega__756.wav,1.6950625,1,emabega
pitch_scaled_emabega__421.wav,2.0,1,emabega
pitch_scaled_emabega__1004.wav,2.0,1,emabega
emabega__1544.wav,1.24,1,emabega
pitch_scaled_emabega__1546.wav,2.0,1,emabega
noisy_emabega__251.wav,2.0,1,emabega
emabega__1436.wav,1.46,1,emabega
emabega__310.wav,1.499875,1,emabega
noisy_emabega__675.wav,2.0,1,emabega
noisy_emabega__918.wav,2.0,1,emabega
emabega__188.wav,1.82275,1,emabega
noisy_emabega__774.wav,2.0,1,emabega
noisy_emabega__1459.wav,2.0,1,emabega
emabega__1385.wav,1.4,1,emabega
noisy_emabega__432.wav,2.0,1,emabega
emabega__1210.wav,1.7,1,emabega
emabega__65.wav,1.277125,1,emabega
pitch_scaled_emabega__1019.wav,2.0,1,emabega
noisy_emabega__1462.wav,2.0,1,emabega
emabega__695.wav,1.6088125,1,emabega
emabega__1486.wav,1.86,1,emabega
pitch_scaled_emabega__368.wav,2.0,1,emabega
emabega__1530.wav,1.8,1,emabega
emabega__1334.wav,1.42,1,emabega
noisy_emabega__739.wav,2.0,1,emabega
emabega__1187.wav,1.5,1,emabega
noisy_emabega__1226.wav,2.0,1,emabega
noisy_emabega__1374.wav,2.0,1,emabega
emabega__1365.wav,1.2,1,emabega
pitch_scaled_emabega__476.wav,2.0,1,emabega
pitch_scaled_emabega__489.wav,2.0,1,emabega
emabega__586.wav,0.963625,1,emabega
noisy_emabega__1195.wav,2.0,1,emabega
emabega__395.wav,1.5383125,1,emabega
noisy_emabega__303.wav,2.0,1,emabega
pitch_scaled_emabega__1028.wav,2.0,1,emabega
pitch_scaled_emabega__1373.wav,2.0,1,emabega
noisy_emabega__534.wav,2.0,1,emabega
pitch_scaled_emabega__1366.wav,2.0,1,emabega
pitch_scaled_emabega__1536.wav,2.0,1,emabega
noisy_emabega__919.wav,2.0,1,emabega
emabega__1266.wav,1.4308125,1,emabega
emabega__845.wav,1.432875,1,emabega
emabega__1191.wav,1.5,1,emabega
pitch_scaled_emabega__425.wav,2.0,1,emabega
emabega__291.wav,1.416375,1,emabega
pitch_scaled_emabega__344.wav,2.0,1,emabega
noisy_emabega__156.wav,2.0,1,emabega
emabega__860.wav,1.6665,1,emabega
noisy_emabega__398.wav,2.0,1,emabega
emabega__533.wav,1.9736875,1,emabega
emabega__294.wav,1.253875,1,emabega
pitch_scaled_emabega__1494.wav,2.0,1,emabega
emabega__1441.wav,1.44,1,emabega
noisy_emabega__1233.wav,2.0,1,emabega
emabega__1282.wav,1.1,1,emabega
emabega__1058.wav,1.48,1,emabega
emabega__396.wav,1.21325,1,emabega
emabega__509.wav,1.58275,1,emabega
noisy_emabega__1298.wav,2.0,1,emabega
noisy_emabega__1486.wav,2.0,1,emabega
emabega__47.wav,1.5325,1,emabega
emabega__186.wav,1.3003125,1,emabega
pitch_scaled_emabega__1017.wav,2.0,1,emabega
noisy_emabega__831.wav,2.0,1,emabega
noisy_emabega__1261.wav,2.0,1,emabega
emabega__1424.wav,1.4,1,emabega
pitch_scaled_emabega__191.wav,2.0,1,emabega
emabega__502.wav,1.1145625,1,emabega
noisy_emabega__812.wav,2.0,1,emabega
pitch_scaled_emabega__1478.wav,2.0,1,emabega
pitch_scaled_emabega__1535.wav,2.0,1,emabega
emabega__1112.wav,1.72,1,emabega
noisy_emabega__101.wav,2.0,1,emabega
noisy_emabega__509.wav,2.0,1,emabega
emabega__838.wav,1.7085625,1,emabega
emabega__76.wav,1.487875,1,emabega
emabega__1075.wav,1.54,1,emabega
noisy_emabega__794.wav,2.0,1,emabega
emabega__711.wav,1.118625,1,emabega
pitch_scaled_emabega__1317.wav,2.0,1,emabega
noisy_emabega__1087.wav,2.0,1,emabega
pitch_scaled_emabega__155.wav,2.0,1,emabega
pitch_scaled_emabega__424.wav,2.0,1,emabega
pitch_scaled_emabega__1487.wav,2.0,1,emabega
noisy_emabega__1499.wav,2.0,1,emabega
emabega__647.wav,1.8808125,1,emabega
noisy_emabega__20.wav,2.0,1,emabega
pitch_scaled_emabega__182.wav,2.0,1,emabega
emabega__142.wav,1.2306875,1,emabega
emabega__1337.wav,1.16,1,emabega
emabega__1090.wav,1.28,1,emabega
emabega__42.wav,1.7183125,1,emabega
pitch_scaled_emabega__1357.wav,2.0,1,emabega
emabega__1532.wav,1.7,1,emabega
noisy_emabega__259.wav,2.0,1,emabega
pitch_scaled_emabega__452.wav,2.0,1,emabega
pitch_scaled_emabega__708.wav,2.0,1,emabega
noisy_emabega__929.wav,2.0,1,emabega
emabega__1326.wav,1.44,1,emabega
noisy_emabega__170.wav,2.0,1,emabega
noisy_emabega__822.wav,2.0,1,emabega
emabega__953.wav,1.06,1,emabega
noisy_emabega__1328.wav,2.0,1,emabega
emabega__1531.wav,1.86,1,emabega
noisy_emabega__1392.wav,2.0,1,emabega
emabega__1304.wav,1.38,1,emabega
noisy_emabega__612.wav,2.0,1,emabega
noisy_emabega__1095.wav,2.0,1,emabega
emabega__1391.wav,1.36,1,emabega
emabega__588.wav,1.1000625,1,emabega
noisy_emabega__563.wav,2.0,1,emabega
emabega__946.wav,1.8590625,1,emabega
pitch_scaled_emabega__448.wav,2.0,1,emabega
pitch_scaled_emabega__1217.wav,2.0,1,emabega
emabega__1314.wav,1.3,1,emabega
emabega__114.wav,1.3126875,1,emabega
emabega__1333.wav,1.42,1,emabega
pitch_scaled_emabega__559.wav,2.0,1,emabega
noisy_emabega__1172.wav,2.0,1,emabega
pitch_scaled_emabega__184.wav,2.0,1,emabega
pitch_scaled_emabega__790.wav,2.0,1,emabega
noisy_emabega__1546.wav,2.0,1,emabega
emabega__657.wav,1.563125,1,emabega
pitch_scaled_emabega__679.wav,2.0,1,emabega
emabega__654.wav,1.4048125,1,emabega
noisy_emabega__1077.wav,2.0,1,emabega
emabega__57.wav,0.754625,1,emabega
noisy_emabega__423.wav,2.0,1,emabega
pitch_scaled_emabega__856.wav,2.0,1,emabega
emabega__980.wav,1.08,1,emabega
noisy_emabega__962.wav,2.0,1,emabega
noisy_emabega__1310.wav,2.0,1,emabega
noisy_emabega__1526.wav,2.0,1,emabega
emabega__696.wav,1.3544375,1,emabega
emabega__1054.wav,1.5,1,emabega
emabega__127.wav,1.2780625,1,emabega
noisy_emabega__317.wav,2.0,1,emabega
noisy_emabega__518.wav,2.0,1,emabega
pitch_scaled_emabega__1370.wav,2.0,1,emabega
pitch_scaled_emabega__1331.wav,2.0,1,emabega
pitch_scaled_emabega__825.wav,2.0,1,emabega
emabega__1070.wav,1.4,1,emabega
emabega__1305.wav,1.26,1,emabega
noisy_emabega__1167.wav,2.0,1,emabega
emabega__1121.wav,1.48,1,emabega
pitch_scaled_emabega__474.wav,2.0,1,emabega
pitch_scaled_emabega__336.wav,2.0,1,emabega
pitch_scaled_emabega__891.wav,2.0,1,emabega
noisy_emabega__482.wav,2.0,1,emabega
emabega__274.wav,1.277125,1,emabega
noisy_emabega__685.wav,2.0,1,emabega
pitch_scaled_emabega__1339.wav,2.0,1,emabega
pitch_scaled_emabega__271.wav,2.0,1,emabega
pitch_scaled_emabega__171.wav,2.0,1,emabega
noisy_emabega__1383.wav,2.0,1,emabega
emabega__677.wav,1.958625,1,emabega
emabega__146.wav,1.648625,1,emabega
pitch_scaled_emabega__631.wav,2.0,1,emabega
emabega__1513.wav,1.84,1,emabega
noisy_emabega__1171.wav,2.0,1,emabega
emabega__1370.wav,1.1,1,emabega
pitch_scaled_emabega__1087.wav,2.0,1,emabega
pitch_scaled_emabega__1247.wav,2.0,1,emabega
pitch_scaled_emabega__389.wav,2.0,1,emabega
emabega__828.wav,1.958625,1,emabega
emabega__181.wav,1.648625,1,emabega
pitch_scaled_emabega__609.wav,2.0,1,emabega
emabega__792.wav,1.9881875,1,emabega
noisy_emabega__761.wav,2.0,1,emabega
noisy_emabega__47.wav,2.0,1,emabega
pitch_scaled_emabega__1135.wav,2.0,1,emabega
pitch_scaled_emabega__1293.wav,2.0,1,emabega
noisy_emabega__8.wav,2.0,1,emabega
emabega__631.wav,1.713,1,emabega
emabega__288.wav,1.2886875,1,emabega
noisy_emabega__264.wav,2.0,1,emabega
noisy_emabega__513.wav,2.0,1,emabega
pitch_scaled_emabega__941.wav,2.0,1,emabega
pitch_scaled_emabega__1414.wav,2.0,1,emabega
noisy_emabega__1269.wav,2.0,1,emabega
noisy_emabega__640.wav,2.0,1,emabega
noisy_emabega__415.wav,2.0,1,emabega
emabega__28.wav,1.7788125,1,emabega
noisy_emabega__122.wav,2.0,1,emabega
emabega__1404.wav,1.36,1,emabega
noisy_emabega__829.wav,2.0,1,emabega
pitch_scaled_emabega__294.wav,2.0,1,emabega
noisy_emabega__1468.wav,2.0,1,emabega
emabega__208.wav,1.938875,1,emabega
noisy_emabega__906.wav,2.0,1,emabega
noisy_emabega__1146.wav,2.0,1,emabega
noisy_emabega__213.wav,2.0,1,emabega
pitch_scaled_emabega__805.wav,2.0,1,emabega
emabega__191.wav,1.2423125,1,emabega
noisy_emabega__298.wav,2.0,1,emabega
pitch_scaled_emabega__283.wav,2.0,1,emabega
emabega__154.wav,0.92875,1,emabega
noisy_emabega__1463.wav,2.0,1,emabega
noisy_emabega__371.wav,2.0,1,emabega
emabega__140.wav,1.0565,1,emabega
pitch_scaled_emabega__1198.wav,2.0,1,emabega
emabega__1139.wav,1.96,1,emabega
pitch_scaled_emabega__124.wav,2.0,1,emabega
emabega__1439.wav,1.24,1,emabega
noisy_emabega__108.wav,2.0,1,emabega
pitch_scaled_emabega__1012.wav,2.0,1,emabega
pitch_scaled_emabega__525.wav,2.0,1,emabega
pitch_scaled_emabega__1274.wav,2.0,1,emabega
pitch_scaled_emabega__616.wav,2.0,1,emabega
pitch_scaled_emabega__84.wav,2.0,1,emabega
emabega__334.wav,1.3931875,1,emabega
noisy_emabega__1322.wav,2.0,1,emabega
noisy_emabega__1490.wav,2.0,1,emabega
noisy_emabega__1149.wav,2.0,1,emabega
pitch_scaled_emabega__349.wav,2.0,1,emabega
pitch_scaled_emabega__592.wav,2.0,1,emabega
emabega__870.wav,1.926375,1,emabega
noisy_emabega__1358.wav,2.0,1,emabega
emabega__735.wav,1.238625,1,emabega
pitch_scaled_emabega__580.wav,2.0,1,emabega
noisy_emabega__995.wav,2.0,1,emabega
emabega__135.wav,1.2074375,1,emabega
pitch_scaled_emabega__72.wav,2.0,1,emabega
noisy_emabega__742.wav,2.0,1,emabega
noisy_emabega__54.wav,2.0,1,emabega
emabega__728.wav,1.518625,1,emabega
emabega__1381.wav,1.48,1,emabega
emabega__575.wav,1.2945,1,emabega
pitch_scaled_emabega__1125.wav,2.0,1,emabega
pitch_scaled_emabega__239.wav,2.0,1,emabega
emabega__1507.wav,1.78,1,emabega
pitch_scaled_emabega__1380.wav,2.0,1,emabega
noisy_emabega__1363.wav,2.0,1,emabega
pitch_scaled_emabega__51.wav,2.0,1,emabega
emabega__824.wav,1.574625,1,emabega
noisy_emabega__681.wav,2.0,1,emabega
emabega__1265.wav,1.32,1,emabega
noisy_emabega__1112.wav,2.0,1,emabega
emabega__599.wav,1.602125,1,emabega
noisy_emabega__270.wav,2.0,1,emabega
noisy_emabega__460.wav,2.0,1,emabega
emabega__450.wav,1.1145625,1,emabega
pitch_scaled_emabega__1090.wav,2.0,1,emabega
emabega__624.wav,1.5494375,1,emabega
noisy_emabega__396.wav,2.0,1,emabega
noisy_emabega__1028.wav,2.0,1,emabega
noisy_emabega__241.wav,2.0,1,emabega
noisy_emabega__349.wav,2.0,1,emabega
emabega__298.wav,1.4976875,1,emabega
pitch_scaled_emabega__1057.wav,2.0,1,emabega
emabega__676.wav,1.67075,1,emabega
pitch_scaled_emabega__512.wav,2.0,1,emabega
noisy_emabega__1075.wav,2.0,1,emabega
pitch_scaled_emabega__833.wav,2.0,1,emabega
pitch_scaled_emabega__826.wav,2.0,1,emabega
emabega__218.wav,1.4860625,1,emabega
pitch_scaled_emabega__348.wav,2.0,1,emabega
pitch_scaled_emabega__1471.wav,2.0,1,emabega
noisy_emabega__1117.wav,2.0,1,emabega
noisy_emabega__405.wav,2.0,1,emabega
emabega__569.wav,1.87375,1,emabega
pitch_scaled_emabega__1287.wav,2.0,1,emabega
emabega__1528.wav,1.66,1,emabega
emabega__725.wav,1.438625,1,emabega
pitch_scaled_emabega__900.wav,2.0,1,emabega
pitch_scaled_emabega__1119.wav,2.0,1,emabega
pitch_scaled_emabega__226.wav,2.0,1,emabega
pitch_scaled_emabega__1179.wav,2.0,1,emabega
noisy_emabega__1458.wav,2.0,1,emabega
noisy_emabega__180.wav,2.0,1,emabega
pitch_scaled_emabega__721.wav,2.0,1,emabega
noisy_emabega__488.wav,2.0,1,emabega
pitch_scaled_emabega__662.wav,2.0,1,emabega
pitch_scaled_emabega__934.wav,2.0,1,emabega
pitch_scaled_emabega__993.wav,2.0,1,emabega
pitch_scaled_emabega__181.wav,2.0,1,emabega
pitch_scaled_emabega__794.wav,2.0,1,emabega
emabega__594.wav,1.6514375,1,emabega
noisy_emabega__387.wav,2.0,1,emabega
emabega__965.wav,1.16,1,emabega
pitch_scaled_emabega__1423.wav,2.0,1,emabega
noisy_emabega__711.wav,2.0,1,emabega
pitch_scaled_emabega__710.wav,2.0,1,emabega
noisy_emabega__531.wav,2.0,1,emabega
pitch_scaled_emabega__464.wav,2.0,1,emabega
pitch_scaled_emabega__209.wav,2.0,1,emabega
emabega__480.wav,1.6961875,1,emabega
pitch_scaled_emabega__1076.wav,2.0,1,emabega
emabega__1459.wav,1.22,1,emabega
noisy_emabega__927.wav,2.0,1,emabega
emabega__1159.wav,1.74,1,emabega
pitch_scaled_emabega__69.wav,2.0,1,emabega
noisy_emabega__1209.wav,2.0,1,emabega
emabega__1225.wav,1.52,1,emabega
noisy_emabega__974.wav,2.0,1,emabega
noisy_emabega__1168.wav,2.0,1,emabega
noisy_emabega__1211.wav,2.0,1,emabega
pitch_scaled_emabega__975.wav,2.0,1,emabega
pitch_scaled_emabega__977.wav,2.0,1,emabega
emabega__348.wav,1.2655,1,emabega
noisy_emabega__187.wav,2.0,1,emabega
pitch_scaled_emabega__116.wav,2.0,1,emabega
emabega__1505.wav,1.78,1,emabega
noisy_emabega__1254.wav,2.0,1,emabega
emabega__1484.wav,1.7,1,emabega
noisy_emabega__1262.wav,2.0,1,emabega
emabega__416.wav,1.1958125,1,emabega
pitch_scaled_emabega__211.wav,2.0,1,emabega
pitch_scaled_emabega__1388.wav,2.0,1,emabega
noisy_emabega__1184.wav,2.0,1,emabega
noisy_emabega__1189.wav,2.0,1,emabega
noisy_emabega__1517.wav,2.0,1,emabega
emabega__1084.wav,1.54,1,emabega
pitch_scaled_emabega__1347.wav,2.0,1,emabega
noisy_emabega__134.wav,2.0,1,emabega
pitch_scaled_emabega__233.wav,2.0,1,emabega
noisy_emabega__1190.wav,2.0,1,emabega
emabega__385.wav,1.4048125,1,emabega
emabega__1302.wav,1.3,1,emabega
emabega__952.wav,1.18,1,emabega
emabega__1111.wav,1.68,1,emabega
noisy_emabega__1325.wav,2.0,1,emabega
noisy_emabega__1264.wav,2.0,1,emabega
noisy_emabega__242.wav,2.0,1,emabega
noisy_emabega__323.wav,2.0,1,emabega
noisy_emabega__559.wav,2.0,1,emabega
pitch_scaled_emabega__553.wav,2.0,1,emabega
pitch_scaled_emabega__768.wav,2.0,1,emabega
pitch_scaled_emabega__824.wav,2.0,1,emabega
emabega__340.wav,1.45125,1,emabega
pitch_scaled_emabega__254.wav,2.0,1,emabega
emabega__1038.wav,1.32,1,emabega
emabega__1454.wav,1.32,1,emabega
noisy_emabega__1378.wav,2.0,1,emabega
noisy_emabega__1481.wav,2.0,1,emabega
emabega__787.wav,1.68975,1,emabega
pitch_scaled_emabega__90.wav,2.0,1,emabega
pitch_scaled_emabega__1534.wav,2.0,1,emabega
emabega__757.wav,1.3921875,1,emabega
pitch_scaled_emabega__1375.wav,2.0,1,emabega
noisy_emabega__703.wav,2.0,1,emabega
emabega__428.wav,1.8575625,1,emabega
pitch_scaled_emabega__101.wav,2.0,1,emabega
emabega__1071.wav,1.56,1,emabega
emabega__1229.wav,1.76,1,emabega
pitch_scaled_emabega__194.wav,2.0,1,emabega
noisy_emabega__1177.wav,2.0,1,emabega
emabega__525.wav,1.2074375,1,emabega
emabega__888.wav,1.758625,1,emabega
emabega__1296.wav,1.44,1,emabega
noisy_emabega__1015.wav,2.0,1,emabega
pitch_scaled_emabega__1355.wav,2.0,1,emabega
pitch_scaled_emabega__605.wav,2.0,1,emabega
emabega__849.wav,1.6031875,1,emabega
emabega__1288.wav,1.2,1,emabega
emabega__237.wav,1.7669375,1,emabega
noisy_emabega__569.wav,2.0,1,emabega
emabega__317.wav,1.8924375,1,emabega
emabega__503.wav,1.0275,1,emabega
pitch_scaled_emabega__1305.wav,2.0,1,emabega
noisy_emabega__261.wav,2.0,1,emabega
emabega__346.wav,0.986875,1,emabega
emabega__303.wav,1.5665,1,emabega
emabega__457.wav,1.6575,1,emabega
noisy_emabega__900.wav,2.0,1,emabega
pitch_scaled_emabega__1211.wav,2.0,1,emabega
noisy_emabega__957.wav,2.0,1,emabega
emabega__1133.wav,1.8,1,emabega
emabega__1178.wav,1.52,1,emabega
noisy_emabega__616.wav,2.0,1,emabega
emabega__456.wav,1.6289375,1,emabega
noisy_emabega__839.wav,2.0,1,emabega
pitch_scaled_emabega__202.wav,2.0,1,emabega
noisy_emabega__1140.wav,2.0,1,emabega
pitch_scaled_emabega__1326.wav,2.0,1,emabega
noisy_emabega__414.wav,2.0,1,emabega
emabega__1359.wav,1.2,1,emabega
pitch_scaled_emabega__488.wav,2.0,1,emabega
pitch_scaled_emabega__1409.wav,2.0,1,emabega
noisy_emabega__888.wav,2.0,1,emabega
noisy_emabega__418.wav,2.0,1,emabega
pitch_scaled_emabega__505.wav,2.0,1,emabega
noisy_emabega__1351.wav,2.0,1,emabega
noisy_emabega__740.wav,2.0,1,emabega
emabega__406.wav,1.636,1,emabega
pitch_scaled_emabega__280.wav,2.0,1,emabega
noisy_emabega__1371.wav,2.0,1,emabega
noisy_emabega__982.wav,2.0,1,emabega
noisy_emabega__733.wav,2.0,1,emabega
pitch_scaled_emabega__607.wav,2.0,1,emabega
pitch_scaled_emabega__635.wav,2.0,1,emabega
emabega__818.wav,1.598625,1,emabega
noisy_emabega__538.wav,2.0,1,emabega
pitch_scaled_emabega__1151.wav,2.0,1,emabega
pitch_scaled_emabega__38.wav,2.0,1,emabega
noisy_emabega__45.wav,2.0,1,emabega
pitch_scaled_emabega__1080.wav,2.0,1,emabega
noisy_emabega__357.wav,2.0,1,emabega
noisy_emabega__770.wav,2.0,1,emabega
emabega__338.wav,1.253875,1,emabega
noisy_emabega__1400.wav,2.0,1,emabega
noisy_emabega__1493.wav,2.0,1,emabega
noisy_emabega__1465.wav,2.0,1,emabega
pitch_scaled_emabega__776.wav,2.0,1,emabega
emabega__168.wav,1.2655,1,emabega
noisy_emabega__627.wav,2.0,1,emabega
noisy_emabega__815.wav,2.0,1,emabega
emabega__1289.wav,1.14,1,emabega
pitch_scaled_emabega__1463.wav,2.0,1,emabega
pitch_scaled_emabega__842.wav,2.0,1,emabega
emabega__1022.wav,1.36,1,emabega
noisy_emabega__1111.wav,2.0,1,emabega
noisy_emabega__776.wav,2.0,1,emabega
pitch_scaled_emabega__545.wav,2.0,1,emabega
pitch_scaled_emabega__959.wav,2.0,1,emabega
noisy_emabega__653.wav,2.0,1,emabega
emabega__1434.wav,1.32,1,emabega
pitch_scaled_emabega__371.wav,2.0,1,emabega
emabega__1542.wav,1.46,1,emabega
pitch_scaled_emabega__1514.wav,2.0,1,emabega
pitch_scaled_emabega__13.wav,2.0,1,emabega
noisy_emabega__1036.wav,2.0,1,emabega
noisy_emabega__1421.wav,2.0,1,emabega
noisy_emabega__67.wav,2.0,1,emabega
pitch_scaled_emabega__513.wav,2.0,1,emabega
emabega__1262.wav,1.32,1,emabega
emabega__834.wav,0.90725,1,emabega
emabega__60.wav,0.76625,1,emabega
pitch_scaled_emabega__984.wav,2.0,1,emabega
emabega__741.wav,1.358625,1,emabega
pitch_scaled_emabega__1279.wav,2.0,1,emabega
pitch_scaled_emabega__1391.wav,2.0,1,emabega
pitch_scaled_emabega__831.wav,2.0,1,emabega
noisy_emabega__704.wav,2.0,1,emabega
pitch_scaled_emabega__1156.wav,2.0,1,emabega
emabega__943.wav,1.9,1,emabega
pitch_scaled_emabega__1432.wav,2.0,1,emabega
pitch_scaled_emabega__432.wav,2.0,1,emabega
noisy_emabega__1412.wav,2.0,1,emabega
emabega__947.wav,1.26,1,emabega
emabega__467.wav,1.6531875,1,emabega
emabega__723.wav,1.318625,1,emabega
noisy_emabega__964.wav,2.0,1,emabega
pitch_scaled_emabega__1523.wav,2.0,1,emabega
noisy_emabega__1470.wav,2.0,1,emabega
pitch_scaled_emabega__1353.wav,2.0,1,emabega
noisy_emabega__18.wav,2.0,1,emabega
pitch_scaled_emabega__750.wav,2.0,1,emabega
noisy_emabega__652.wav,2.0,1,emabega
noisy_emabega__1257.wav,2.0,1,emabega
emabega__628.wav,1.9040625,1,emabega
pitch_scaled_emabega__1.wav,2.0,1,emabega
pitch_scaled_emabega__899.wav,2.0,1,emabega
emabega__674.wav,1.118625,1,emabega
emabega__853.wav,1.918625,1,emabega
pitch_scaled_emabega__113.wav,2.0,1,emabega
noisy_emabega__1356.wav,2.0,1,emabega
pitch_scaled_emabega__1470.wav,2.0,1,emabega
pitch_scaled_emabega__1387.wav,2.0,1,emabega
emabega__1241.wav,1.78,1,emabega
noisy_emabega__186.wav,2.0,1,emabega
emabega__74.wav,1.9155625,1,emabega
pitch_scaled_emabega__944.wav,2.0,1,emabega
noisy_emabega__602.wav,2.0,1,emabega
emabega__1198.wav,1.44,1,emabega
pitch_scaled_emabega__1095.wav,2.0,1,emabega
noisy_emabega__577.wav,2.0,1,emabega
emabega__1437.wav,1.22,1,emabega
emabega__321.wav,1.520875,1,emabega
noisy_emabega__909.wav,2.0,1,emabega
noisy_emabega__779.wav,2.0,1,emabega
noisy_emabega__1320.wav,2.0,1,emabega
emabega__1062.wav,1.6,1,emabega
noisy_emabega__896.wav,2.0,1,emabega
noisy_emabega__1173.wav,2.0,1,emabega
pitch_scaled_emabega__1421.wav,2.0,1,emabega
noisy_emabega__21.wav,2.0,1,emabega
emabega__1545.wav,1.22,1,emabega
emabega__322.wav,1.2074375,1,emabega
noisy_emabega__312.wav,2.0,1,emabega
noisy_emabega__1516.wav,2.0,1,emabega
pitch_scaled_emabega__1176.wav,2.0,1,emabega
emabega__934.wav,1.9505,1,emabega
pitch_scaled_emabega__99.wav,2.0,1,emabega
emabega__983.wav,1.12,1,emabega
pitch_scaled_emabega__1178.wav,2.0,1,emabega
noisy_emabega__1425.wav,2.0,1,emabega
noisy_emabega__1467.wav,2.0,1,emabega
emabega__22.wav,1.4,1,emabega
pitch_scaled_emabega__269.wav,2.0,1,emabega
noisy_emabega__502.wav,2.0,1,emabega
noisy_emabega__1482.wav,2.0,1,emabega
noisy_emabega__1011.wav,2.0,1,emabega
pitch_scaled_emabega__1433.wav,2.0,1,emabega
pitch_scaled_emabega__992.wav,2.0,1,emabega
pitch_scaled_emabega__621.wav,2.0,1,emabega
emabega__975.wav,1.26,1,emabega
pitch_scaled_emabega__1332.wav,2.0,1,emabega
pitch_scaled_emabega__350.wav,2.0,1,emabega
pitch_scaled_emabega__74.wav,2.0,1,emabega
