audio_file,duration,num_channels,intent
emabega__438.wav,1.915625,1,emabega
emabega__582.wav,0.845,1,emabega
emabega__74.wav,1.9155625,1,emabega
emabega__695.wav,1.6088125,1,emabega
emabega__571.wav,1.1095,1,emabega
emabega__751.wav,1.358375,1,emabega
emabega__177.wav,1.068125,1,emabega
emabega__1304.wav,1.38,1,emabega
emabega__40.wav,1.45125,1,emabega
emabega__699.wav,1.602,1,emabega
emabega__1357.wav,1.36,1,emabega
emabega__768.wav,1.98525,1,emabega
emabega__441.wav,1.2770625,1,emabega
emabega__566.wav,1.095375,1,emabega
emabega__335.wav,0.894,1,emabega
emabega__1246.wav,1.86,1,emabega
emabega__1065.wav,1.42,1,emabega
emabega__875.wav,1.7125625,1,emabega
emabega__977.wav,1.2,1,emabega
emabega__589.wav,1.291625,1,emabega
emabega__1167.wav,1.52,1,emabega
emabega__452.wav,1.6775625,1,emabega
emabega__823.wav,1.2519375,1,emabega
emabega__1207.wav,1.46,1,emabega
emabega__585.wav,0.947625,1,emabega
emabega__83.wav,1.9853125,1,emabega
emabega__462.wav,1.6766875,1,emabega
emabega__1006.wav,1.1,1,emabega
emabega__526.wav,1.2655,1,emabega
emabega__1243.wav,1.72,1,emabega
